DS_name,Variables.Selected.by.glmnet,Structural_Variables,Variables.Not.Selected.by.glmnet,Nonstructural_Variables
0.75-15-8-242,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X12, X13, X19, X20, X21, X22, X23, X24, X25, X28, X30","X1, X3, X4, X5, X8, X9, X10, X13, X19, X20, X22, X23, X24, X28, X30","X7, X11, X14, X15, X16, X17, X18, X26, X27, X29","X2, X6, X7, X11, X12, X14, X15, X16, X17, X18, X21, X25, X26, X27, X29"
0.75-15-8-243,"X2, X4, X9, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X21, X24, X26, X27, X28, X30","X2, X4, X10, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X24, X26","X1, X3, X5, X6, X7, X8, X22, X23, X25, X29","X1, X3, X5, X6, X7, X8, X9, X21, X22, X23, X25, X27, X28, X29, X30"
0.75-15-8-244,"X1, X6, X7, X8, X9, X12, X13, X14, X16, X19, X21, X22, X24, X25, X26, X27, X28, X29, X30","X1, X6, X8, X9, X14, X16, X19, X21, X24, X25, X26, X27, X28, X29, X30","X2, X3, X4, X5, X10, X11, X15, X17, X18, X20, X23","X2, X3, X4, X5, X7, X10, X11, X12, X13, X15, X17, X18, X20, X22, X23"
0.75-15-8-245,"X1, X2, X4, X5, X7, X8, X9, X11, X12, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X29, X30","X1, X4, X7, X8, X11, X12, X14, X15, X17, X20, X21, X23, X24, X25, X26","X3, X6, X10, X13, X28","X2, X3, X5, X6, X9, X10, X13, X16, X18, X19, X22, X27, X28, X29, X30"
0.75-15-8-246,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X11, X12, X13, X14, X15, X16, X17, X18, X19, X20, X24, X25, X27, X30","X1, X3, X4, X5, X7, X11, X12, X13, X17, X18, X19, X20, X24, X27, X30","X10, X21, X22, X23, X26, X28, X29","X2, X6, X8, X9, X10, X14, X15, X16, X21, X22, X23, X25, X26, X28, X29"
0.75-15-8-247,"X1, X3, X4, X5, X6, X7, X8, X9, X13, X14, X15, X17, X18, X20, X21, X22, X23, X26, X27, X29, X30","X1, X3, X4, X5, X6, X7, X14, X15, X17, X20, X21, X26, X27, X29, X30","X2, X10, X11, X12, X16, X19, X24, X25, X28","X2, X8, X9, X10, X11, X12, X13, X16, X18, X19, X22, X23, X24, X25, X28"
0.75-15-8-248,"X1, X2, X3, X4, X5, X6, X7, X8, X10, X12, X13, X15, X16, X17, X19, X20, X21, X23, X28, X29, X30","X1, X3, X5, X6, X8, X10, X12, X13, X15, X16, X19, X21, X23, X28, X30","X9, X11, X14, X18, X22, X24, X25, X26, X27","X2, X4, X7, X9, X11, X14, X17, X18, X20, X22, X24, X25, X26, X27, X29"
0.75-15-8-249,"X3, X4, X6, X8, X10, X11, X12, X13, X14, X15, X16, X17, X19, X20, X22, X23, X24, X26, X27, X29, X30","X4, X8, X10, X11, X13, X14, X15, X17, X19, X20, X22, X23, X26, X27, X29","X1, X2, X5, X7, X9, X18, X21, X25, X28","X1, X2, X3, X5, X6, X7, X9, X12, X16, X18, X21, X24, X25, X28, X30"
0.75-15-8-250,"X1, X2, X3, X5, X6, X8, X9, X10, X11, X12, X13, X14, X17, X18, X20, X23, X24, X26, X30","X1, X2, X5, X6, X8, X9, X10, X11, X13, X14, X17, X18, X20, X23, X26","X4, X7, X15, X16, X19, X21, X22, X25, X27, X28, X29","X3, X4, X7, X12, X15, X16, X19, X21, X22, X24, X25, X27, X28, X29, X30"
0.75-15-8-251,"X1, X2, X3, X4, X6, X11, X13, X14, X15, X16, X17, X18, X20, X23, X24, X25, X28, X29, X30","X1, X3, X4, X6, X11, X13, X14, X15, X17, X18, X20, X23, X24, X28, X30","X5, X7, X8, X9, X10, X12, X19, X21, X22, X26, X27","X2, X5, X7, X8, X9, X10, X12, X16, X19, X21, X22, X25, X26, X27, X29"
0.75-15-8-252,"X1, X2, X3, X6, X8, X9, X10, X11, X12, X13, X14, X15, X16, X22, X23, X24, X25, X27, X28, X29, X30","X2, X3, X6, X9, X10, X11, X12, X13, X14, X16, X22, X23, X27, X29, X30","X4, X5, X7, X17, X18, X19, X20, X21, X26","X1, X4, X5, X7, X8, X15, X17, X18, X19, X20, X21, X24, X25, X26, X28"
0.75-15-8-253,"X1, X2, X3, X7, X8, X9, X10, X13, X14, X15, X16, X17, X18, X19, X20, X23, X25, X26, X27, X28, X29, X30","X2, X3, X8, X9, X10, X13, X14, X15, X16, X17, X20, X23, X26, X28, X29","X4, X5, X6, X11, X12, X21, X22, X24","X1, X4, X5, X6, X7, X11, X12, X18, X19, X21, X22, X24, X25, X27, X30"
0.75-15-8-254,"X1, X2, X3, X4, X6, X7, X10, X11, X12, X13, X14, X15, X18, X21, X22, X24, X25, X26, X27, X28, X30","X2, X3, X6, X7, X11, X12, X13, X14, X15, X18, X21, X22, X26, X27, X28","X5, X8, X9, X16, X17, X19, X20, X23, X29","X1, X4, X5, X8, X9, X10, X16, X17, X19, X20, X23, X24, X25, X29, X30"
0.75-15-8-255,"X4, X5, X6, X9, X10, X11, X12, X13, X14, X15, X16, X17, X19, X24, X25, X27, X28, X30","X4, X5, X6, X9, X10, X11, X12, X13, X14, X16, X17, X19, X25, X27, X28","X1, X2, X3, X7, X8, X18, X20, X21, X22, X23, X26, X29","X1, X2, X3, X7, X8, X15, X18, X20, X21, X22, X23, X24, X26, X29, X30"
0.75-15-8-256,"X1, X2, X3, X4, X6, X7, X9, X10, X11, X12, X13, X14, X17, X18, X19, X20, X21, X22, X25, X27, X29, X30","X1, X2, X4, X7, X9, X10, X11, X12, X14, X17, X19, X20, X21, X22, X27","X5, X8, X15, X16, X23, X24, X26, X28","X3, X5, X6, X8, X13, X15, X16, X18, X23, X24, X25, X26, X28, X29, X30"
0.75-15-8-257,"X2, X7, X11, X12, X13, X14, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X26, X28, X29, X30","X2, X7, X11, X14, X15, X16, X17, X18, X19, X21, X23, X24, X26, X28, X30","X1, X3, X4, X5, X6, X8, X9, X10, X20, X27","X1, X3, X4, X5, X6, X8, X9, X10, X12, X13, X20, X22, X25, X27, X29"
0.75-15-8-258,"X1, X2, X3, X4, X5, X6, X7, X9, X10, X11, X12, X13, X14, X15, X16, X18, X19, X20, X21, X22, X23, X24, X27, X28, X29, X30","X2, X4, X5, X6, X7, X12, X13, X14, X15, X16, X19, X20, X22, X24, X29","X8, X17, X25, X26","X1, X3, X8, X9, X10, X11, X17, X18, X21, X23, X25, X26, X27, X28, X30"
0.75-15-8-259,"X4, X5, X6, X7, X8, X9, X13, X14, X16, X17, X18, X19, X20, X22, X24, X25, X27, X28, X29, X30","X4, X6, X8, X9, X13, X14, X16, X17, X19, X20, X22, X24, X27, X29, X30","X1, X2, X3, X10, X11, X12, X15, X21, X23, X26","X1, X2, X3, X5, X7, X10, X11, X12, X15, X18, X21, X23, X25, X26, X28"
0.75-15-8-260,"X1, X2, X3, X4, X5, X6, X7, X11, X12, X13, X14, X15, X16, X17, X18, X21, X25, X28, X29, X30","X1, X3, X4, X5, X6, X7, X12, X14, X16, X17, X18, X21, X25, X28, X29","X8, X9, X10, X19, X20, X22, X23, X24, X26, X27","X2, X8, X9, X10, X11, X13, X15, X19, X20, X22, X23, X24, X26, X27, X30"
0.75-15-8-261,"X2, X4, X5, X6, X7, X8, X9, X10, X11, X12, X16, X17, X18, X19, X20, X21, X23, X24, X25, X26, X28, X29, X30","X2, X4, X6, X7, X8, X11, X12, X16, X18, X19, X20, X21, X23, X26, X29","X1, X3, X13, X14, X15, X22, X27","X1, X3, X5, X9, X10, X13, X14, X15, X17, X22, X24, X25, X27, X28, X30"
0.75-15-8-262,"X2, X3, X4, X7, X8, X9, X10, X12, X14, X15, X16, X17, X18, X20, X21, X22, X23, X24, X27, X28, X29, X30","X2, X3, X4, X7, X8, X10, X12, X14, X15, X16, X17, X22, X24, X27, X30","X1, X5, X6, X11, X13, X19, X25, X26","X1, X5, X6, X9, X11, X13, X18, X19, X20, X21, X23, X25, X26, X28, X29"
0.75-15-8-263,"X1, X2, X4, X7, X9, X10, X11, X12, X14, X15, X19, X20, X21, X24, X25, X26, X27, X28, X29, X30","X1, X2, X4, X7, X9, X10, X11, X12, X14, X15, X21, X24, X27, X28, X29","X3, X5, X6, X8, X13, X16, X17, X18, X22, X23","X3, X5, X6, X8, X13, X16, X17, X18, X19, X20, X22, X23, X25, X26, X30"
0.75-15-8-264,"X3, X5, X7, X8, X12, X13, X14, X15, X19, X20, X22, X23, X24, X25, X27, X29, X30","X3, X5, X7, X8, X12, X13, X14, X15, X20, X22, X24, X25, X27, X29, X30","X1, X2, X4, X6, X9, X10, X11, X16, X17, X18, X21, X26, X28","X1, X2, X4, X6, X9, X10, X11, X16, X17, X18, X19, X21, X23, X26, X28"
0.75-15-8-265,"X1, X2, X3, X4, X5, X9, X11, X12, X13, X14, X16, X17, X18, X20, X21, X26, X27, X28, X29, X30","X1, X3, X4, X5, X9, X11, X14, X16, X17, X18, X21, X26, X28, X29, X30","X6, X7, X8, X10, X15, X19, X22, X23, X24, X25","X2, X6, X7, X8, X10, X12, X13, X15, X19, X20, X22, X23, X24, X25, X27"
0.75-15-8-266,"X2, X3, X4, X5, X6, X7, X8, X9, X13, X14, X15, X19, X20, X21, X22, X25, X26, X27, X30","X2, X3, X4, X5, X6, X7, X8, X14, X15, X19, X22, X25, X26, X27, X30","X1, X10, X11, X12, X16, X17, X18, X23, X24, X28, X29","X1, X9, X10, X11, X12, X13, X16, X17, X18, X20, X21, X23, X24, X28, X29"
0.75-15-8-267,"X1, X2, X3, X8, X10, X11, X13, X14, X17, X18, X19, X20, X22, X23, X24, X25, X27, X28, X30","X2, X3, X8, X11, X13, X14, X17, X18, X19, X22, X23, X25, X27, X28, X30","X4, X5, X6, X7, X9, X12, X15, X16, X21, X26, X29","X1, X4, X5, X6, X7, X9, X10, X12, X15, X16, X20, X21, X24, X26, X29"
0.75-15-8-268,"X2, X3, X4, X5, X6, X7, X8, X9, X12, X14, X16, X17, X18, X19, X22, X23, X24, X25, X26, X27, X28, X29, X30","X3, X4, X7, X8, X9, X12, X17, X18, X19, X22, X24, X25, X26, X27, X28","X1, X10, X11, X13, X15, X20, X21","X1, X2, X5, X6, X10, X11, X13, X14, X15, X16, X20, X21, X23, X29, X30"
0.75-15-8-269,"X1, X2, X3, X4, X6, X7, X9, X10, X11, X12, X15, X20, X21, X22, X23, X24, X25, X26, X29, X30","X1, X4, X6, X7, X9, X11, X12, X15, X20, X21, X23, X25, X26, X29, X30","X5, X8, X13, X14, X16, X17, X18, X19, X27, X28","X2, X3, X5, X8, X10, X13, X14, X16, X17, X18, X19, X22, X24, X27, X28"
0.75-15-8-270,"X1, X2, X3, X4, X7, X9, X10, X11, X13, X14, X15, X17, X19, X20, X21, X23, X25, X26, X27, X28, X29, X30","X3, X4, X9, X10, X11, X13, X14, X15, X19, X21, X23, X25, X26, X28, X29","X5, X6, X8, X12, X16, X18, X22, X24","X1, X2, X5, X6, X7, X8, X12, X16, X17, X18, X20, X22, X24, X27, X30"
0.75-15-8-271,"X1, X2, X3, X4, X6, X7, X9, X10, X11, X12, X14, X15, X16, X17, X18, X19, X20, X21, X22, X25, X27, X28, X29, X30","X1, X3, X4, X7, X9, X10, X12, X14, X16, X18, X20, X22, X27, X28, X30","X5, X8, X13, X23, X24, X26","X2, X5, X6, X8, X11, X13, X15, X17, X19, X21, X23, X24, X25, X26, X29"
0.75-15-8-272,"X1, X2, X8, X9, X10, X12, X15, X17, X19, X20, X22, X24, X25, X26, X27, X29, X30","X1, X2, X8, X9, X10, X12, X15, X17, X19, X22, X24, X25, X26, X27, X30","X3, X4, X5, X6, X7, X11, X13, X14, X16, X18, X21, X23, X28","X3, X4, X5, X6, X7, X11, X13, X14, X16, X18, X20, X21, X23, X28, X29"
0.75-15-8-273,"X1, X3, X4, X6, X7, X8, X9, X12, X14, X15, X17, X18, X19, X20, X21, X22, X25, X26, X27, X28, X29, X30","X1, X3, X6, X7, X8, X12, X14, X18, X20, X21, X22, X26, X27, X28, X29","X2, X5, X10, X11, X13, X16, X23, X24","X2, X4, X5, X9, X10, X11, X13, X15, X16, X17, X19, X23, X24, X25, X30"
0.75-15-8-274,"X1, X2, X3, X4, X5, X7, X8, X9, X10, X11, X13, X15, X16, X17, X19, X20, X21, X22, X24, X26, X27, X30","X1, X3, X8, X9, X10, X13, X15, X16, X17, X20, X22, X24, X26, X27, X30","X6, X12, X14, X18, X23, X25, X28, X29","X2, X4, X5, X6, X7, X11, X12, X14, X18, X19, X21, X23, X25, X28, X29"
0.75-15-8-275,"X2, X3, X4, X5, X6, X9, X10, X11, X12, X13, X14, X17, X18, X19, X20, X21, X22, X23, X25, X26, X27, X29, X30","X3, X6, X9, X12, X13, X14, X18, X19, X20, X21, X22, X23, X25, X26, X27","X1, X7, X8, X15, X16, X24, X28","X1, X2, X4, X5, X7, X8, X10, X11, X15, X16, X17, X24, X28, X29, X30"
0.75-15-8-276,"X1, X2, X3, X4, X5, X6, X8, X9, X10, X12, X15, X16, X17, X18, X19, X21, X23, X24, X25, X26, X30","X2, X3, X4, X5, X6, X8, X9, X12, X16, X19, X23, X24, X25, X26, X30","X7, X11, X13, X14, X20, X22, X27, X28, X29","X1, X7, X10, X11, X13, X14, X15, X17, X18, X20, X21, X22, X27, X28, X29"
0.75-15-8-277,"X1, X3, X5, X6, X7, X9, X10, X12, X13, X14, X15, X17, X18, X19, X20, X21, X22, X23, X26, X27, X28, X29, X30","X1, X3, X7, X9, X12, X13, X14, X18, X19, X21, X22, X23, X27, X29, X30","X2, X4, X8, X11, X16, X24, X25","X2, X4, X5, X6, X8, X10, X11, X15, X16, X17, X20, X24, X25, X26, X28"
0.75-15-8-278,"X1, X2, X3, X4, X5, X6, X9, X10, X11, X12, X13, X15, X19, X20, X22, X23, X24, X25, X26, X27, X28, X30","X2, X4, X6, X11, X13, X15, X19, X20, X22, X23, X24, X25, X26, X27, X28","X7, X8, X14, X16, X17, X18, X21, X29","X1, X3, X5, X7, X8, X9, X10, X12, X14, X16, X17, X18, X21, X29, X30"
0.75-15-8-279,"X1, X2, X5, X7, X8, X11, X13, X15, X16, X18, X19, X20, X21, X23, X24, X25, X26, X28, X30","X1, X2, X5, X7, X11, X13, X15, X16, X18, X20, X23, X24, X25, X28, X30","X3, X4, X6, X9, X10, X12, X14, X17, X22, X27, X29","X3, X4, X6, X8, X9, X10, X12, X14, X17, X19, X21, X22, X26, X27, X29"
0.75-15-8-280,"X2, X3, X4, X5, X7, X8, X10, X12, X14, X15, X16, X17, X18, X19, X20, X21, X22, X23, X24, X26, X27, X29, X30","X3, X4, X5, X7, X10, X14, X16, X17, X18, X19, X22, X23, X24, X26, X27","X1, X6, X9, X11, X13, X25, X28","X1, X2, X6, X8, X9, X11, X12, X13, X15, X20, X21, X25, X28, X29, X30"
0.75-15-8-281,"X1, X2, X3, X4, X5, X6, X9, X10, X11, X12, X13, X15, X17, X19, X20, X21, X22, X27, X28, X29, X30","X2, X3, X4, X5, X6, X9, X11, X13, X15, X20, X21, X22, X27, X28, X30","X7, X8, X14, X16, X18, X23, X24, X25, X26","X1, X7, X8, X10, X12, X14, X16, X17, X18, X19, X23, X24, X25, X26, X29"
0.75-15-8-282,"X1, X2, X3, X4, X5, X7, X8, X9, X10, X11, X13, X14, X15, X19, X20, X21, X22, X23, X24, X25, X29, X30","X3, X4, X5, X7, X9, X10, X11, X13, X15, X20, X21, X22, X24, X25, X29","X6, X12, X16, X17, X18, X26, X27, X28","X1, X2, X6, X8, X12, X14, X16, X17, X18, X19, X23, X26, X27, X28, X30"
0.75-15-8-283,"X1, X3, X6, X8, X9, X10, X11, X12, X13, X14, X15, X17, X18, X22, X23, X24, X25, X26, X27, X28, X30","X1, X8, X9, X11, X13, X14, X15, X17, X18, X22, X24, X25, X27, X28, X30","X2, X4, X5, X7, X16, X19, X20, X21, X29","X2, X3, X4, X5, X6, X7, X10, X12, X16, X19, X20, X21, X23, X26, X29"
0.75-15-8-284,"X1, X4, X5, X6, X7, X8, X11, X12, X13, X15, X16, X17, X18, X19, X20, X21, X25, X26, X27, X28, X29, X30","X4, X6, X7, X8, X11, X12, X16, X18, X19, X21, X25, X26, X27, X28, X29","X2, X3, X9, X10, X14, X22, X23, X24","X1, X2, X3, X5, X9, X10, X13, X14, X15, X17, X20, X22, X23, X24, X30"
0.75-15-8-285,"X2, X3, X4, X5, X6, X7, X8, X9, X10, X11, X14, X15, X17, X18, X21, X22, X23, X24, X25, X26, X28, X29, X30","X2, X3, X4, X6, X7, X9, X10, X14, X15, X17, X21, X23, X24, X25, X29","X1, X12, X13, X16, X19, X20, X27","X1, X5, X8, X11, X12, X13, X16, X18, X19, X20, X22, X26, X27, X28, X30"
0.75-15-8-286,"X1, X2, X3, X4, X5, X8, X9, X11, X13, X15, X16, X17, X18, X19, X26, X28, X29, X30","X1, X2, X3, X4, X5, X8, X9, X11, X13, X15, X18, X19, X26, X28, X29","X6, X7, X10, X12, X14, X20, X21, X22, X23, X24, X25, X27","X6, X7, X10, X12, X14, X16, X17, X20, X21, X22, X23, X24, X25, X27, X30"
0.75-15-8-287,"X1, X3, X4, X5, X6, X9, X10, X11, X12, X13, X17, X18, X20, X21, X22, X24, X25, X26, X27, X29, X30","X1, X3, X4, X6, X9, X10, X12, X17, X18, X20, X22, X24, X25, X27, X29","X2, X7, X8, X14, X15, X16, X19, X23, X28","X2, X5, X7, X8, X11, X13, X14, X15, X16, X19, X21, X23, X26, X28, X30"
0.75-15-8-288,"X1, X2, X3, X5, X6, X7, X9, X11, X12, X13, X14, X15, X16, X17, X22, X23, X24, X25, X26, X29, X30","X1, X2, X3, X5, X7, X9, X12, X13, X14, X15, X17, X22, X23, X24, X30","X4, X8, X10, X18, X19, X20, X21, X27, X28","X4, X6, X8, X10, X11, X16, X18, X19, X20, X21, X25, X26, X27, X28, X29"
0.75-15-8-289,"X2, X3, X5, X6, X7, X8, X9, X10, X13, X18, X19, X21, X22, X23, X24, X25, X26, X28, X29, X30","X2, X3, X6, X7, X8, X9, X10, X13, X18, X19, X23, X24, X25, X26, X30","X1, X4, X11, X12, X14, X15, X16, X17, X20, X27","X1, X4, X5, X11, X12, X14, X15, X16, X17, X20, X21, X22, X27, X28, X29"
0.75-15-8-290,"X5, X7, X8, X10, X11, X12, X13, X14, X15, X17, X18, X19, X20, X22, X23, X24, X25, X27, X30","X5, X7, X8, X10, X11, X12, X14, X15, X17, X18, X22, X24, X25, X27, X30","X1, X2, X3, X4, X6, X9, X16, X21, X26, X28, X29","X1, X2, X3, X4, X6, X9, X13, X16, X19, X20, X21, X23, X26, X28, X29"
0.75-15-8-291,"X1, X3, X4, X5, X8, X9, X10, X11, X14, X16, X17, X18, X20, X22, X24, X26, X27, X28, X29, X30","X1, X3, X4, X9, X10, X11, X14, X16, X18, X24, X26, X27, X28, X29, X30","X2, X6, X7, X12, X13, X15, X19, X21, X23, X25","X2, X5, X6, X7, X8, X12, X13, X15, X17, X19, X20, X21, X22, X23, X25"
0.75-15-8-292,"X1, X2, X4, X5, X6, X7, X9, X10, X12, X13, X16, X17, X18, X23, X24, X26, X28, X30","X1, X2, X4, X6, X7, X9, X10, X12, X13, X16, X17, X18, X24, X28, X30","X3, X8, X11, X14, X15, X19, X20, X21, X22, X25, X27, X29","X3, X5, X8, X11, X14, X15, X19, X20, X21, X22, X23, X25, X26, X27, X29"
0.75-15-8-293,"X2, X3, X6, X8, X11, X12, X16, X17, X18, X20, X21, X22, X23, X24, X26, X29, X30","X3, X6, X8, X11, X12, X16, X17, X18, X20, X21, X22, X23, X26, X29, X30","X1, X4, X5, X7, X9, X10, X13, X14, X15, X19, X25, X27, X28","X1, X2, X4, X5, X7, X9, X10, X13, X14, X15, X19, X24, X25, X27, X28"
0.75-15-8-294,"X1, X2, X3, X4, X5, X7, X8, X9, X11, X12, X13, X14, X15, X16, X19, X20, X22, X25, X26, X28, X29, X30","X3, X4, X5, X7, X9, X11, X12, X13, X14, X15, X20, X22, X25, X26, X30","X6, X10, X17, X18, X21, X23, X24, X27","X1, X2, X6, X8, X10, X16, X17, X18, X19, X21, X23, X24, X27, X28, X29"
0.75-15-8-295,"X6, X7, X8, X9, X10, X11, X13, X14, X15, X16, X18, X19, X20, X21, X22, X23, X25, X27, X28, X29, X30","X6, X7, X8, X9, X10, X11, X13, X14, X16, X20, X21, X25, X27, X28, X29","X1, X2, X3, X4, X5, X12, X17, X24, X26","X1, X2, X3, X4, X5, X12, X15, X17, X18, X19, X22, X23, X24, X26, X30"
0.75-15-8-296,"X1, X2, X3, X6, X8, X10, X11, X12, X13, X14, X16, X17, X19, X20, X22, X23, X24, X25, X29, X30","X2, X6, X8, X10, X11, X12, X13, X14, X16, X17, X19, X22, X23, X25, X30","X4, X5, X7, X9, X15, X18, X21, X26, X27, X28","X1, X3, X4, X5, X7, X9, X15, X18, X20, X21, X24, X26, X27, X28, X29"
0.75-15-8-297,"X1, X3, X4, X7, X8, X11, X12, X15, X16, X17, X18, X19, X21, X22, X23, X24, X25, X27, X28, X29, X30","X3, X4, X11, X12, X15, X16, X17, X18, X19, X21, X23, X25, X27, X28, X30","X2, X5, X6, X9, X10, X13, X14, X20, X26","X1, X2, X5, X6, X7, X8, X9, X10, X13, X14, X20, X22, X24, X26, X29"
0.75-15-8-298,"X1, X3, X4, X6, X7, X8, X10, X11, X12, X13, X14, X15, X16, X20, X21, X23, X24, X28, X29, X30","X1, X6, X7, X8, X11, X12, X13, X14, X16, X20, X21, X23, X24, X28, X29","X2, X5, X9, X17, X18, X19, X22, X25, X26, X27","X2, X3, X4, X5, X9, X10, X15, X17, X18, X19, X22, X25, X26, X27, X30"
0.75-15-8-299,"X1, X4, X5, X6, X7, X8, X9, X10, X11, X12, X13, X14, X15, X16, X17, X22, X28, X29, X30","X1, X4, X6, X7, X8, X9, X10, X11, X12, X13, X14, X15, X17, X29, X30","X2, X3, X18, X19, X20, X21, X23, X24, X25, X26, X27","X2, X3, X5, X16, X18, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28"
0.75-15-8-300,"X1, X2, X3, X4, X5, X6, X7, X12, X13, X15, X16, X18, X19, X20, X22, X25, X26, X27, X28, X29, X30","X2, X3, X4, X5, X6, X7, X12, X13, X16, X18, X19, X20, X25, X26, X29","X8, X9, X10, X11, X14, X17, X21, X23, X24","X1, X8, X9, X10, X11, X14, X15, X17, X21, X22, X23, X24, X27, X28, X30"
0.75-15-8-301,"X1, X2, X3, X4, X6, X8, X9, X10, X11, X12, X13, X16, X17, X18, X19, X20, X21, X22, X24, X26, X27, X28, X29, X30","X1, X2, X3, X4, X6, X9, X10, X11, X16, X18, X20, X21, X26, X28, X29","X5, X7, X14, X15, X23, X25","X5, X7, X8, X12, X13, X14, X15, X17, X19, X22, X23, X24, X25, X27, X30"
0.75-15-8-302,"X3, X7, X9, X10, X11, X14, X15, X17, X19, X20, X21, X22, X23, X24, X25, X26, X27, X28, X29, X30","X3, X7, X9, X11, X14, X15, X17, X21, X22, X23, X24, X25, X26, X27, X28","X1, X2, X4, X5, X6, X8, X12, X13, X16, X18","X1, X2, X4, X5, X6, X8, X10, X12, X13, X16, X18, X19, X20, X29, X30"
0.75-15-8-303,"X1, X2, X3, X4, X5, X6, X7, X9, X12, X13, X14, X16, X20, X22, X25, X26, X27, X28, X29, X30","X1, X3, X4, X6, X7, X9, X12, X14, X16, X20, X22, X25, X26, X28, X29","X8, X10, X11, X15, X17, X18, X19, X21, X23, X24","X2, X5, X8, X10, X11, X13, X15, X17, X18, X19, X21, X23, X24, X27, X30"
0.75-15-8-304,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X13, X17, X18, X20, X22, X23, X25, X27, X30","X1, X2, X3, X4, X5, X6, X7, X8, X9, X12, X13, X17, X18, X20, X22","X11, X14, X15, X16, X19, X21, X24, X26, X28, X29","X10, X11, X14, X15, X16, X19, X21, X23, X24, X25, X26, X27, X28, X29, X30"
0.75-15-8-305,"X1, X2, X3, X5, X6, X7, X8, X9, X10, X11, X12, X13, X14, X15, X17, X18, X19, X23, X24, X25, X26, X27, X28, X29, X30","X2, X5, X7, X8, X10, X12, X14, X15, X18, X19, X23, X25, X26, X28, X29","X4, X16, X20, X21, X22","X1, X3, X4, X6, X9, X11, X13, X16, X17, X20, X21, X22, X24, X27, X30"
0.75-15-8-306,"X2, X3, X4, X5, X6, X7, X9, X11, X12, X13, X15, X16, X17, X18, X19, X20, X21, X22, X24, X25, X29, X30","X2, X4, X5, X6, X7, X11, X13, X15, X18, X19, X20, X22, X25, X29, X30","X1, X8, X10, X14, X23, X26, X27, X28","X1, X3, X8, X9, X10, X12, X14, X16, X17, X21, X23, X24, X26, X27, X28"
0.75-15-8-307,"X1, X5, X7, X8, X10, X11, X12, X14, X18, X20, X22, X23, X24, X25, X26, X28, X29, X30","X5, X7, X8, X11, X12, X14, X18, X20, X22, X23, X24, X25, X26, X28, X30","X2, X3, X4, X6, X9, X13, X15, X16, X17, X19, X21, X27","X1, X2, X3, X4, X6, X9, X10, X13, X15, X16, X17, X19, X21, X27, X29"
0.75-15-8-308,"X1, X2, X6, X7, X8, X9, X12, X13, X14, X15, X20, X21, X22, X23, X24, X25, X30","X1, X2, X6, X7, X9, X12, X14, X15, X20, X21, X22, X23, X24, X25, X30","X3, X4, X5, X10, X11, X16, X17, X18, X19, X26, X27, X28, X29","X3, X4, X5, X8, X10, X11, X13, X16, X17, X18, X19, X26, X27, X28, X29"
0.75-15-8-309,"X1, X2, X3, X5, X7, X8, X9, X10, X11, X14, X15, X16, X19, X20, X22, X23, X24, X27, X28, X29, X30","X1, X3, X7, X10, X11, X14, X15, X19, X20, X22, X23, X27, X28, X29, X30","X4, X6, X12, X13, X17, X18, X21, X25, X26","X2, X4, X5, X6, X8, X9, X12, X13, X16, X17, X18, X21, X24, X25, X26"
0.75-15-8-310,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X15, X16, X19, X20, X21, X22, X23, X24, X26, X27, X28, X29, X30","X1, X3, X4, X6, X8, X9, X10, X15, X16, X19, X21, X22, X24, X26, X28","X11, X13, X14, X17, X18, X25","X2, X5, X7, X11, X12, X13, X14, X17, X18, X20, X23, X25, X27, X29, X30"
0.75-15-8-311,"X1, X2, X4, X5, X7, X8, X9, X10, X11, X12, X15, X16, X18, X19, X20, X21, X22, X24, X25, X26, X29, X30","X2, X4, X7, X8, X9, X10, X11, X12, X15, X18, X20, X21, X26, X29, X30","X3, X6, X13, X14, X17, X23, X27, X28","X1, X3, X5, X6, X13, X14, X16, X17, X19, X22, X23, X24, X25, X27, X28"
0.75-15-8-312,"X1, X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X13, X16, X17, X18, X19, X20, X22, X23, X25, X28, X30","X2, X3, X4, X5, X6, X7, X8, X9, X10, X12, X13, X17, X18, X20, X25","X11, X14, X15, X21, X24, X26, X27, X29","X1, X11, X14, X15, X16, X19, X21, X22, X23, X24, X26, X27, X28, X29, X30"
0.75-15-8-313,"X2, X4, X5, X6, X7, X8, X9, X11, X16, X18, X20, X21, X22, X24, X25, X26, X28, X30","X2, X4, X5, X6, X7, X9, X11, X18, X21, X22, X24, X25, X26, X28, X30","X1, X3, X10, X12, X13, X14, X15, X17, X19, X23, X27, X29","X1, X3, X8, X10, X12, X13, X14, X15, X16, X17, X19, X20, X23, X27, X29"
